LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-71.1820735,42.9039099,,KENT FARM RD,,ATKINSON,,NH,03811,000010000006000000,8af973c3e7671c8e
-71.1859013,42.9046987,26,OWENS CT,,HAMPSTEAD,,NH,03841,000010000038000000,b7d03756e09c678f
-71.1904426,42.904889,319,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000032000000,6db3f8f5ae370e8d
-71.2062914,42.9044797,109,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000027000000,01aab629de417f35
-71.1884608,42.9046606,30,OWENS CT,,DANVILLE,,NH,03819,000010000037000000,45db5106b4c7a97c
-71.217536,42.9049756,628,MAIN ST,,HAMPSTEAD,,NH,03841,000001000028000000,706e663e13bb10cb
-71.2154064,42.9048013,631,MAIN ST,,HAMPSTEAD,,NH,03841,000001000056000000,b2f29a99d2b89a6a
-71.2130024,42.9045814,,DEPOT RD,,HARTFORD,,CT,06141,000001000026000000,a66002c4df76a2e1
-71.2110462,42.9047039,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000066000000,0b85dd47762d5da7
-71.1901539,42.9044457,315,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000031000000,3636b4d556ecd865
-71.2175447,42.9045081,620,MAIN ST,,HAMPSTEAD,,NH,03841,000001000023000000,97fde2ac791236f5
-71.2090038,42.9039793,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000064000000,3bf0ed783c273f3d
-71.2114622,42.9044593,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000066000000,c10d1c361b28260e
-71.2160675,42.9042808,623,MAIN ST,,HAMPSTEAD,,NH,03841,000001000055000000,89d17ec835a4aa91
-71.2144942,42.9041429,10,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000057000000,bdf4dbf198aecc7d
-71.2138672,42.904238,30,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000065000000,630cc5ac6d04a9dd
-71.2153255,42.9041851,8,DEPOT RD,,RALEIGH,,NC,27616,000001000030000000,47ef0eb5fb89cb54
-71.1917273,42.9036767,300,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000025000000,4c65ba364ddae577
-71.1879902,42.902663,311,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000004000000,53fc13f6bc93f32b
-71.1927812,42.9034956,200,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000023000000,a91e6a5760b97312
-71.2181797,42.9040686,11,DERRY RD,,DANVILLE,,NH,03819,000001000054000000,6abb962161cc3a15
-71.2174233,42.904054,7,DERRY RD,,ST. AUGUSTINE,,FL,32080,000001000053000000,75fbff767de49598
-71.2026036,42.9026776,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000043000000,2686802bb385f949
-71.2125375,42.9033101,31,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000045000000,d6923db557d2bf15
-71.1989777,42.9022049,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000074000000,365d6508a020f581
-71.2060016,42.9034437,44,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000040000000,73cf9f23c0bad6ce
-71.1904182,42.9035926,311,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000004000000,0b8866994b9e0d07
-71.1845989,42.9019313,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000008000000,052d26e4268800a8
-71.2151539,42.9032661,599,MAIN ST,,HAMPSTEAD,,NH,03841,000001000046000000,a22ebe1e3d417840
-71.2175598,42.9028896,598,MAIN ST,,HAMPSTEAD,,NH,03841,000001000018000000,b307a065dcdf8415
-71.2069899,42.9030628,42,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000003,cdb36e745c8d41cb
-71.1932486,42.9029756,196,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000022000000,978afe21ecf79a91
-71.1776179,42.9017621,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000011000000,39b678b0783a7f4e
-71.2075958,42.9029507,34,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000002,8f545541fe36648c
-71.194585,42.9025464,180,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000019000000,33b2333cd529b4ca
-71.1940592,42.9025597,186,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000020000000,063a1202a05bcafd
-71.1817673,42.9005539,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000024000000,75186bd6ac8348be
-71.2073646,42.901841,7,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000011,13b27ac4aa9541b3
-71.2058501,42.9028733,46,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000004,eac58213f348840b
-71.1934717,42.9025994,190,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000021000000,e2f41a94d4217c3b
-71.2085135,42.9028576,18,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000001,8948e3449acfbf12
-71.2018181,42.9010687,,DEPOT RD,,HAMPSTEAD,,NH,03841,000001000042000000,67744eb5f10ac10f
-71.2134639,42.9024271,,MAIN ST,,CONCORD,,NH,03302,000001000044000000,3bc4d2ffb09ecf8d
-71.1833215,42.9027543,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000008000000,5ed8e00443cc82b2
-71.1951561,42.90234,176,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000018000000,00c236078e0b3e4e
-71.1829059,42.9028256,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000024000000,38d5e2eea9476fdc
-71.1917873,42.9025568,199,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000026000000,ef037d596d3ebc24
-71.1792604,42.9027661,118,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000128,a67010e0c4d10204
-71.1796737,42.9027731,116,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000129,0fe09f416e61c95b
-71.1800747,42.9027442,112,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000130,834559cc0a88bf2f
-71.2148865,42.9026395,,MAIN ST,,HAMPSTEAD,,NH,03841,000001000045000001,187cd40ea8f2c6fa
-71.1867684,42.902796,311,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000004000000,214e46751db30116
-71.1894921,42.9027147,311,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000004000000,25fd24f42e8334d1
-71.1789765,42.9025313,120,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000127,ba3a960fac460c67
-71.1755655,42.9015772,,KENT FARM RD,,HAMPSTEAD,,NH,03841,000010000013000000,ff945b0287442bd4
-71.2172356,42.9025643,594,MAIN ST,,HAMPSTEAD,,NH,03841,000001000059000000,a00159cde6313fb8
-71.1957439,42.9020071,170,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000017000000,c753161f1372ac8f
-71.2162902,42.9025927,595,MAIN ST,,HAMPSTEAD,,NH,03841,000001000029000000,14a8b8c30b267674
-71.2082302,42.9022073,25,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000010,f21ff3badad9bcd9
-71.1795494,42.9023266,119,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000120,11070193ca7e0097
-71.2061343,42.9023471,45,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000005,af36a734bbde0052
-71.1800001,42.9023008,113,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000119,e3d76ac96c2090fe
-71.181512,42.9023389,11,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000134,a35428d71aaf6360
-71.1809971,42.9022868,7,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000133,6e5a15730a0b11f0
-71.2072422,42.9010937,1,SHAKER LN,,HAMPSTEAD,,NH,03841,000001000025000012,aa657edc2581263f
-71.1806077,42.9022683,3,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000132,e23f7135aff4bb26
-71.2162444,42.9022727,589,MAIN ST,,HAMPSTEAD,,NH,03841,000001000019000000,5fcfeb01282e39d1
-71.1789169,42.9022159,124,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000126,8d234500d3a135c2
-71.2116199,42.9006995,30,GEOFF'S WAY,,HAMPSTEAD,,NH,03841,000001000025000000,1ba2c251b6bac87f
-71.1818658,42.9021287,15,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000135,a0dee05c19572222
-71.1925355,42.9018176,193,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000027000000,621ec56aaaf46da3
-71.2064774,42.9019813,6,GABRIEL CT,,HAMPSTEAD,,NH,03841,000001000025000006,7b280918876e30d3
-71.1961637,42.9016708,166,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000016000000,aef7b9fd1500cfcf
-71.1799824,42.9020032,105,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000118,62efdbaebafac967
-71.2078179,42.9017746,7,GABRIEL CT,,NO. HAMPTON,,NH,03862,000001000025000009,b8c737bb5bfc993c
-71.1788843,42.9019289,128,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000125,86640d5dd34651aa
-71.1723325,42.9006611,,BUTTRICK RD,,HAMPSTEAD,,NH,03841,000011000153000000,d034087b5609b49d
-71.1810332,42.9018623,8,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000137,af48d679e8c90595
-71.1815178,42.9018557,12,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000136,decf78e2983063b5
-71.1806155,42.9018424,2,WILLOW LANE,,HAMPSTEAD,,NH,03841,000009000024000138,dd00133bbd875c70
-71.193088,42.9014819,187,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000028000000,acafde5e1119d0da
-71.2151696,42.9017223,8,ORDWAY FARM RD,,ATKINSON,,NH,03811,000001000047000000,fdadc2cef134f5a2
-71.1965217,42.9013543,160,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000015000000,f87b84e305899835
-71.217314,42.9017284,,OLD DEPOT RD,,HAMPSTEAD,,NH,03841,000001000050000000,b51db999222e8db7
-71.1936058,42.9013186,183,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000029000000,d21265620667a2ff
-71.1788751,42.9015221,132,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000124,9c77322ebb763e65
-71.1917091,42.9009706,263,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000048000000,1c34fcb1113e270c
-71.2143781,42.9011039,12,ORDWAY FARM RD,,ATKINSON,,NH,03811,000001000076000000,54299bf2b7bc886d
-71.2065343,42.9014129,12,GABRIEL CT,,HAMPSTEAD,,NH,03841,000001000025000007,80b902119b3cc658
-71.1942837,42.9012776,177,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000010000030000000,03ded830e507e7ea
-71.2161681,42.9014678,4,ORDWAY FARM RD,,ATKINSON,,NH,03811,000001000075000000,2aa1dcd93b0b69ad
-71.207396,42.9012742,11,GABRIEL CT,,HAMPSTEAD,,NH,03841,000001000025000008,3b921e4cc524b702
-71.2173393,42.9015197,,MAIN ST,,CONCORD,,NH,03302,000001000044000000,4d63894b30948627
-71.1795476,42.9014506,139,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000123,c6f060d358d5b367
-71.1799969,42.9014369,145,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000116,7ec4dee33f93ec21
-71.1968779,42.9010242,156,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000002000109000000,5004b59c1496cd95
-71.2171987,42.9011352,574,MAIN ST,,HAMPSTEAD,,NH,03841,000001000020000000,f8f75e2964fd4eba
-71.1946581,42.9009498,167,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000009000157000000,da9214d1d780c9b0
-71.1804857,42.9011367,150,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000115,1983ee2cd49b149d
-71.1973314,42.9007624,150,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000002000108000000,ec8a0cee92127048
-71.1813352,42.9010248,86,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000113,b6ba3ae6d9a657bd
-71.2149226,42.9007482,15,ORDWAY FARM RD,,ATKINSON,,NH,03811,000001000077000000,4b2e649988e1dc4e
-71.1807894,42.9008812,85,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000114,07ae11cf8ec9d224
-71.1950379,42.9006328,163,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000009000156000000,65934b8c4a8323b3
-71.2159081,42.9008725,567,MAIN ST,,HAMPSTEAD,,NH,03841,000002000009000000,6cfceddf4c413c9b
-71.1871135,42.9007409,29,STONEGATE LANE,,HAMPSTEAD,,NH,03841,000009000024000094,7bb386fa619790b3
-71.1977633,42.9004628,146,WHEELWRIGHT RD,,HAMPSTEAD,,NH,03841,000002000107000000,18f1a7bcde90a567
-71.1936157,42.9004374,272,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000163000000,e965a9905813b543
-71.170109,42.90061,,BUTTRICK RD REAR,,FREMONT,,NH,03044,000011000152000000,15fe6686be2b921c
-71.1907251,42.9002401,255,KENT FARM RD,,HAMPSTEAD,,NH,03841,000009000049000000,f691195ea89fd488
-71.1875198,42.9006957,27,STONEGATE LANE,,HAMPSTEAD,,NH,03841,000009000024000093,1f3763fdf059e79e
-71.1750331,42.8996138,,BACKLAND,,HAMPSTEAD,,NH,03841,000009000062000000,52953708a465874c
-71.1814504,42.9007269,82,FREEDOM HILL RD,,HAMPSTEAD,,NH,03841,000009000024000112,c59b9f149bc7c2a9
-71.1877899,42.9005802,23,STONEGATE LANE,,HAMPSTEAD,,NH,03841,000009000024000092,bb339d77c53e0c87
-71.1881152,42.9004843,21,STONEGATE LANE,,HAMPSTEAD,,NH,03841,000009000024000091,07dbd958c42b588f
